School_UDISE,Img_1,Img_2,Img_3,Img_4,Img_5,Img_6,Img_7,Img_8,Img_9
45646826,refer1-1610511250730im.png,refer2-1610511250744wes.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
